0,42,0.0002404,-0.002174,-1.555e-07
0,0,0.0005858,0.0005861,-6.405e-08
0,0.5,0.0005868,0.0005889,6.533e-08
0,1,0.00059,0.0005985,-2.901e-07
0,1.5,0.0005953,0.0006138,6.97e-08
0,2,0.0006015,0.000635,2.27e-07
0,2.5,0.0006108,0.0006628,2.182e-07
0,3,0.0006226,0.0006977,9.022e-08
0,3.5,0.0006356,0.0007376,3.275e-07
0,4,0.0006519,0.0007855,2.661e-07
0,4.5,0.000669,0.000838,5.056e-07
0,5,0.0006896,0.0008978,7.854e-07
0,5.5,0.0007112,0.0009604,-7.961e-08
0,6,0.000735,0.001029,1.147e-06
0,6.5,0.0007599,0.001098,-1.174e-07
0,7,0.0007873,0.001168,-6.837e-07
0,7.5,0.0008149,0.001236,8.663e-08
0,8,0.0008425,0.001298,-8.412e-07
0,8.5,0.0008718,0.001352,8.652e-07
0,9,0.0008996,0.001396,1.279e-07
0,9.5,0.0009267,0.001428,4.296e-07
0,10,0.0009523,0.001447,2.689e-07
0,10.5,0.0009754,0.001446,-1.008e-06
0,11,0.0009966,0.001434,-8.387e-07
0,11.5,0.001015,0.001408,-3.454e-07
0,12,0.001031,0.001371,-2.339e-07
0,12.5,0.001044,0.001324,-1.373e-07
0,13,0.001053,0.001271,-5.822e-07
0,13.5,0.00106,0.001215,-3.383e-08
0,14,0.001065,0.001156,3.259e-07
0,14.5,0.001067,0.001098,9.277e-08
0,15,0.001067,0.001041,3.576e-09
0,15.5,0.001065,0.0009861,-1.115e-08
0,16,0.001062,0.0009331,-1.236e-07
0,16.5,0.001057,0.0008819,9.32e-08
0,17,0.001051,0.0008333,-3.703e-08
0,17.5,0.001044,0.0007864,3.784e-07
0,18,0.001037,0.0007413,2e-07
0,18.5,0.001028,0.0006979,1.616e-07
0,19,0.001019,0.0006555,9.804e-08
0,19.5,0.001009,0.0006135,3.584e-08
0,20,0.0009987,0.0005728,4.382e-07
0,20.5,0.0009879,0.000533,1.436e-07
0,21,0.0009765,0.000493,1.478e-07
0,21.5,0.0009648,0.0004535,-2.474e-07
0,22,0.0009529,0.0004146,-8.91e-08
0,22.5,0.0009404,0.0003757,-3.185e-07
0,23,0.0009276,0.0003365,4.825e-08
